variant,l1_init,topology,fusion,architecture_case,seed,layer,support,fixed250_ba,whole_ba,temporal_gap
postencode_mask,pretrained_frozen,ff,off,A,11,readout,window,0.6591130478998126,0.5561155960053019,0.1029974518945107
postencode_mask,pretrained_frozen,ff,off,A,23,l1,valid,0.6677056195438548,0.5982124697198227,0.0694931498240321
postencode_mask,pretrained_frozen,ff,off,A,23,l1,window,0.6656942730472143,0.5918022133095663,0.07389205973764801
postencode_mask,pretrained_frozen,ff,off,A,23,rsnn,valid,0.6048065496594908,0.5693775995246584,0.03542895013483238
postencode_mask,pretrained_frozen,ff,off,A,23,rsnn,window,0.6498543123543122,0.5735596919420449,0.07629462041226731
postencode_mask,pretrained_frozen,ff,off,A,23,readout,valid,0.6048065496594908,0.5693775995246584,0.03542895013483238
postencode_mask,pretrained_frozen,ff,off,A,23,readout,window,0.6498543123543122,0.5735596919420449,0.07629462041226731
postencode_mask,pretrained_frozen,ff,off,A,37,l1,valid,0.7388476107226106,0.5428451654554596,0.19600244526715105
postencode_mask,pretrained_frozen,ff,off,A,37,l1,window,0.7305142773892773,0.5256710201563143,0.20484325723296304
postencode_mask,pretrained_frozen,ff,off,A,37,rsnn,valid,0.6681939588189589,0.5447132524338406,0.12348070638511832
postencode_mask,pretrained_frozen,ff,off,A,37,rsnn,window,0.6605537844508432,0.5579359774212715,0.10261780702957168
postencode_mask,pretrained_frozen,ff,off,A,37,readout,valid,0.6681939588189589,0.5447132524338406,0.12348070638511832
postencode_mask,pretrained_frozen,ff,off,A,37,readout,window,0.6605537844508432,0.5579359774212715,0.10261780702957168
postencode_mask,pretrained_frozen,ff,on,C,11,l1,valid,0.6318490333196216,0.4656901309474839,0.1661589023721377
postencode_mask,pretrained_frozen,ff,on,C,11,l1,window,0.6146748880204763,0.4601345753919283,0.154540312628548
postencode_mask,pretrained_frozen,ff,on,C,11,rsnn,valid,0.6312095788198729,0.5226819952922895,0.1085275835275834
postencode_mask,pretrained_frozen,ff,on,C,11,rsnn,window,0.6521246114996114,0.5297458464737878,0.12237876502582368
postencode_mask,pretrained_frozen,ff,on,C,11,readout,valid,0.5923473993326934,0.5778539067142009,0.014493492618492532
postencode_mask,pretrained_frozen,ff,on,C,11,readout,window,0.6282479775126834,0.5167459378856437,0.11150203962703964
postencode_mask,pretrained_frozen,ff,on,C,23,l1,valid,0.6677056195438548,0.5982124697198227,0.0694931498240321
postencode_mask,pretrained_frozen,ff,on,C,23,l1,window,0.6656942730472143,0.5918022133095663,0.07389205973764801
postencode_mask,pretrained_frozen,ff,on,C,23,rsnn,valid,0.6571192696192697,0.5629264934411993,0.09419277617807043
postencode_mask,pretrained_frozen,ff,on,C,23,rsnn,window,0.6783815245212305,0.5669439016865487,0.11143762283468173
postencode_mask,pretrained_frozen,ff,on,C,23,readout,valid,0.6251229775126834,0.5764977261300791,0.04862525138260432
postencode_mask,pretrained_frozen,ff,on,C,23,readout,window,0.6272848679098678,0.5671745737922209,0.0601102941176469
postencode_mask,pretrained_frozen,ff,on,C,37,l1,valid,0.7388476107226106,0.5428451654554596,0.19600244526715105
postencode_mask,pretrained_frozen,ff,on,C,37,l1,window,0.7305142773892773,0.5256710201563143,0.20484325723296304
postencode_mask,pretrained_frozen,ff,on,C,37,rsnn,valid,0.6686791558115087,0.5847302207596325,0.08394893505187617
postencode_mask,pretrained_frozen,ff,on,C,37,rsnn,window,0.6705645253439371,0.5502735214132274,0.12029100393070968
postencode_mask,pretrained_frozen,ff,on,C,37,readout,valid,0.6521808869235339,0.5343657159833631,0.1178151709401708
postencode_mask,pretrained_frozen,ff,on,C,37,readout,window,0.6512209196032724,0.5668726290049819,0.08434829059829052
postencode_mask,pretrained_trainable,dense,off,B,11,l1,valid,0.6619863796334385,0.5327967171717172,0.12918966246172137
postencode_mask,pretrained_trainable,dense,off,B,11,l1,window,0.6570844188491248,0.5226864230540701,0.13439799579505474
postencode_mask,pretrained_trainable,dense,off,B,11,rsnn,valid,0.5077778634763929,0.4158255347593582,0.09195232871703468
postencode_mask,pretrained_trainable,dense,off,B,11,rsnn,window,0.4081502239590475,0.3909716508981215,0.01717857306092596
postencode_mask,pretrained_trainable,dense,off,B,11,readout,valid,0.5077778634763929,0.4158255347593582,0.09195232871703468
postencode_mask,pretrained_trainable,dense,off,B,11,readout,window,0.4081502239590475,0.3909716508981215,0.01717857306092596
postencode_mask,pretrained_trainable,dense,off,B,23,l1,valid,0.698152195027195,0.5759902474976004,0.12216194752959464
postencode_mask,pretrained_trainable,dense,off,B,23,l1,window,0.698805789798437,0.5760942284839344,0.12271156131450256
postencode_mask,pretrained_trainable,dense,off,B,23,rsnn,valid,0.4808673556835321,0.4165199792038028,0.06434737647972932
postencode_mask,pretrained_trainable,dense,off,B,23,rsnn,window,0.4011680721239545,0.3887874788610082,0.012380593262946327
postencode_mask,pretrained_trainable,dense,off,B,23,readout,valid,0.4808673556835321,0.4165199792038028,0.06434737647972932
postencode_mask,pretrained_trainable,dense,off,B,23,readout,window,0.4011680721239545,0.3887874788610082,0.012380593262946327
postencode_mask,pretrained_trainable,dense,off,B,37,l1,valid,0.7304847113670642,0.5637193484619957,0.1667653629050685
postencode_mask,pretrained_trainable,dense,off,B,37,l1,window,0.7255827505827505,0.5561844405594406,0.16939831002330985
postencode_mask,pretrained_trainable,dense,off,B,37,rsnn,valid,0.5050563611225377,0.4885358105946341,0.016520550527903632
postencode_mask,pretrained_trainable,dense,off,B,37,rsnn,window,0.4154164667032314,0.3844319895790484,0.030984477124183007
postencode_mask,pretrained_trainable,dense,off,B,37,readout,valid,0.5050563611225377,0.4885358105946341,0.016520550527903632
postencode_mask,pretrained_trainable,dense,off,B,37,readout,window,0.4154164667032314,0.3844319895790484,0.030984477124183007
postencode_mask,pretrained_trainable,dense,on,D,11,l1,valid,0.6600711584167467,0.5201773104346633,0.13989384798208337
postencode_mask,pretrained_trainable,dense,on,D,11,l1,window,0.679440188079894,0.5193226095799625,0.16011757849993158
postencode_mask,pretrained_trainable,dense,on,D,11,rsnn,valid,0.5632480060788885,0.510482797431327,0.05276520864756151
postencode_mask,pretrained_trainable,dense,on,D,11,rsnn,window,0.5554742847022258,0.4889128845011198,0.06656140020110601
postencode_mask,pretrained_trainable,dense,on,D,11,readout,valid,0.5837186914392796,0.5020523390008684,0.08166635243841114
postencode_mask,pretrained_trainable,dense,on,D,11,readout,window,0.57463906599936,0.5016784073769368,0.07296065862242318
postencode_mask,pretrained_trainable,dense,on,D,23,l1,valid,0.676583853238265,0.575561325928973,0.10102252730929195
postencode_mask,pretrained_trainable,dense,on,D,23,l1,window,0.6929328637049225,0.564450214817862,0.1284826488870605
postencode_mask,pretrained_trainable,dense,on,D,23,rsnn,valid,0.511403771881713,0.4923332590612002,0.019070512820512864
postencode_mask,pretrained_trainable,dense,on,D,23,rsnn,window,0.4826346039581333,0.3974903160564925,0.0851442879016408
postencode_mask,pretrained_trainable,dense,on,D,23,readout,valid,0.5081970725353079,0.5038732917409389,0.004323780794369014
postencode_mask,pretrained_trainable,dense,on,D,23,readout,window,0.4814282531194296,0.4708321906851318,0.010596062434297782
postencode_mask,pretrained_trainable,dense,on,D,37,l1,valid,0.7072705276749395,0.498986756707345,0.20828377096759448
postencode_mask,pretrained_trainable,dense,on,D,37,l1,window,0.6927358997211939,0.4753347959230312,0.2174011037981627
postencode_mask,pretrained_trainable,dense,on,D,37,rsnn,valid,0.5260203848439142,0.4674972290781113,0.058523155765802914
postencode_mask,pretrained_trainable,dense,on,D,37,rsnn,window,0.4115847387906212,0.4031474244709539,0.008437314319667266
postencode_mask,pretrained_trainable,dense,on,D,37,readout,valid,0.5693254662004661,0.5287240333196216,0.0406014328808445
postencode_mask,pretrained_trainable,dense,on,D,37,readout,window,0.4921462932492344,0.4503193701723114,0.04182692307692304
postencode_mask,pretrained_trainable,diagonal,off,B,11,l1,valid,0.6793993384066913,0.499810606060606,0.1795887323460853
postencode_mask,pretrained_trainable,diagonal,off,B,11,l1,window,0.684301299191005,0.4765734265734266,0.2077278726175784
postencode_mask,pretrained_trainable,diagonal,off,B,11,rsnn,valid,0.6559173465423466,0.578639763014763,0.07727758352758352
postencode_mask,pretrained_trainable,diagonal,off,B,11,rsnn,window,0.5996644899218428,0.4822649572649571,0.11739953265688574
postencode_mask,pretrained_trainable,diagonal,off,B,11,readout,valid,0.6559173465423466,0.578639763014763,0.07727758352758352
postencode_mask,pretrained_trainable,diagonal,off,B,11,readout,window,0.5996644899218428,0.4822649572649571,0.11739953265688574
postencode_mask,pretrained_trainable,diagonal,off,B,23,l1,valid,0.6789889848713379,0.585940285204991,0.09304869966634688
postencode_mask,pretrained_trainable,diagonal,off,B,23,l1,window,0.6847456465103524,0.5680041363864893,0.11674151012386313
postencode_mask,pretrained_trainable,diagonal,off,B,23,rsnn,valid,0.6455305315599433,0.5981072032542621,0.04742332830568119
postencode_mask,pretrained_trainable,diagonal,off,B,23,rsnn,window,0.6400661021984552,0.5812208624708625,0.0588452397275927
postencode_mask,pretrained_trainable,diagonal,off,B,23,readout,valid,0.6455305315599433,0.5981072032542621,0.04742332830568119
postencode_mask,pretrained_trainable,diagonal,off,B,23,readout,window,0.6400661021984552,0.5812208624708625,0.0588452397275927
postencode_mask,pretrained_trainable,diagonal,off,B,37,l1,valid,0.6925306515380044,0.5896743166963755,0.10285633484162893
postencode_mask,pretrained_trainable,diagonal,off,B,37,l1,window,0.700210390100096,0.5856270567667626,0.11458333333333337
postencode_mask,pretrained_trainable,diagonal,off,B,37,rsnn,valid,0.6197148235751176,0.5591379004981946,0.060576923076923084
postencode_mask,pretrained_trainable,diagonal,off,B,37,rsnn,window,0.6026855089355089,0.5114527629233513,0.09123274601215758
postencode_mask,pretrained_trainable,diagonal,off,B,37,readout,valid,0.6197148235751176,0.5591379004981946,0.060576923076923084
postencode_mask,pretrained_trainable,diagonal,off,B,37,readout,window,0.6026855089355089,0.5114527629233513,0.09123274601215758
postencode_mask,pretrained_trainable,diagonal,on,D,11,l1,valid,0.6509085481511953,0.5164141414141414,0.13449440673705382
postencode_mask,pretrained_trainable,diagonal,on,D,11,l1,window,0.6459377428127427,0.5129827688651218,0.1329549739476209
postencode_mask,pretrained_trainable,diagonal,on,D,11,rsnn,valid,0.6602819770099181,0.5721255256181726,0.08815645139174544
postencode_mask,pretrained_trainable,diagonal,on,D,11,rsnn,window,0.673969759815348,0.529604158096805,0.14436560171854296
postencode_mask,pretrained_trainable,diagonal,on,D,11,readout,valid,0.600493766854061,0.5574903446226975,0.04300342223136344
postencode_mask,pretrained_trainable,diagonal,on,D,11,readout,window,0.5924372400475341,0.5251591137620549,0.06727812628547913
postencode_mask,pretrained_trainable,diagonal,on,D,23,l1,valid,0.6888261860688333,0.5714355089355089,0.1173906771333244
postencode_mask,pretrained_trainable,diagonal,on,D,23,l1,window,0.6885198135198136,0.5641029925956397,0.12441682092417394
postencode_mask,pretrained_trainable,diagonal,on,D,23,rsnn,valid,0.6717855877782348,0.5536454762557703,0.11814011152246451
postencode_mask,pretrained_trainable,diagonal,on,D,23,rsnn,window,0.6260842303121715,0.5244423876776818,0.10164184263448972
postencode_mask,pretrained_trainable,diagonal,on,D,23,readout,valid,0.5859512831939302,0.6057193827414414,-0.019768099547511242
postencode_mask,pretrained_trainable,diagonal,on,D,23,readout,window,0.5473182046711459,0.4870068044700397,0.0603114002011062
postencode_mask,pretrained_trainable,diagonal,on,D,37,l1,valid,0.7332920551670551,0.5246026440879382,0.20868941107911687
postencode_mask,pretrained_trainable,diagonal,on,D,37,l1,window,0.7332920551670553,0.508002251016957,0.22528980415009836
postencode_mask,pretrained_trainable,diagonal,on,D,37,rsnn,valid,0.7127342428813016,0.5978979558023675,0.11483628707893412
postencode_mask,pretrained_trainable,diagonal,on,D,37,rsnn,window,0.6860248411718999,0.5834607386077973,0.10256410256410253
postencode_mask,pretrained_trainable,diagonal,on,D,37,readout,valid,0.6493654017551077,0.5752059623383152,0.07415943941679248
postencode_mask,pretrained_trainable,diagonal,on,D,37,readout,window,0.5945124320124321,0.494942639060286,0.09956979295214607
postencode_mask,pretrained_trainable,ff,off,A,11,l1,valid,0.6753209413135884,0.5445658508158507,0.1307550904977377
postencode_mask,pretrained_trainable,ff,off,A,11,l1,window,0.7049165295488825,0.5282464063714064,0.1766701231774761
postencode_mask,pretrained_trainable,ff,off,A,11,rsnn,valid,0.6671745737922209,0.6086809840486311,0.05849358974358976
postencode_mask,pretrained_trainable,ff,off,A,11,rsnn,window,0.6980946341240459,0.6159069484437131,0.08218768568033286
postencode_mask,pretrained_trainable,ff,off,A,11,readout,valid,0.6671745737922209,0.6086809840486311,0.05849358974358976
postencode_mask,pretrained_trainable,ff,off,A,11,readout,window,0.6980946341240459,0.6159069484437131,0.08218768568033286
postencode_mask,pretrained_trainable,ff,off,A,23,l1,valid,0.7168600598747658,0.5730210761460761,0.14383898372868964
postencode_mask,pretrained_trainable,ff,off,A,23,l1,window,0.7156989864710454,0.5749441530691531,0.1407548334018922
postencode_mask,pretrained_trainable,ff,off,A,23,rsnn,valid,0.6936828694181635,0.6175893550893551,0.0760935143288084
postencode_mask,pretrained_trainable,ff,off,A,23,rsnn,window,0.6737309463412404,0.6105663535810594,0.06316459276018105
postencode_mask,pretrained_trainable,ff,off,A,23,readout,valid,0.6936828694181635,0.6175893550893551,0.0760935143288084
postencode_mask,pretrained_trainable,ff,off,A,23,readout,window,0.6737309463412404,0.6105663535810594,0.06316459276018105
postencode_mask,pretrained_trainable,ff,off,A,37,l1,valid,0.7203254262077792,0.5451704545454547,0.17515497166232452
postencode_mask,pretrained_trainable,ff,off,A,37,l1,window,0.7206726484300013,0.5453165706842178,0.17535607774578355
postencode_mask,pretrained_trainable,ff,off,A,37,rsnn,valid,0.7004212086932675,0.6338598084921615,0.06656140020110601
postencode_mask,pretrained_trainable,ff,off,A,37,rsnn,window,0.6871482071849719,0.6245665078385666,0.06258169934640534
postencode_mask,pretrained_trainable,ff,off,A,37,readout,valid,0.7004212086932675,0.6338598084921615,0.06656140020110601
postencode_mask,pretrained_trainable,ff,off,A,37,readout,window,0.6871482071849719,0.6245665078385666,0.06258169934640534
postencode_mask,pretrained_trainable,ff,on,C,11,l1,valid,0.7003030874354405,0.5631684491978609,0.13713463823757954
postencode_mask,pretrained_trainable,ff,on,C,11,l1,window,0.6754856254856255,0.5278570489967548,0.14762857648887073
postencode_mask,pretrained_trainable,ff,on,C,11,rsnn,valid,0.632210395813337,0.5352636946386947,0.09694670117464232
postencode_mask,pretrained_trainable,ff,on,C,11,rsnn,window,0.7051993349787468,0.5630964623611683,0.14210287261757848
postencode_mask,pretrained_trainable,ff,on,C,11,readout,valid,0.6141956899309841,0.5838902315005257,0.0303054584304584
postencode_mask,pretrained_trainable,ff,on,C,11,readout,window,0.6350840132090132,0.5958101947072536,0.039273818501759594
postencode_mask,pretrained_trainable,ff,on,C,23,l1,valid,0.685633626993921,0.611794986059692,0.0738386409342291
postencode_mask,pretrained_trainable,ff,on,C,23,l1,window,0.6792642202568673,0.6070941313588373,0.07217008889803
postencode_mask,pretrained_trainable,ff,on,C,23,rsnn,valid,0.6821601192924723,0.576031097170803,0.1061290221216693
postencode_mask,pretrained_trainable,ff,on,C,23,rsnn,window,0.6646764591617533,0.5624300127976599,0.10224644636409341
postencode_mask,pretrained_trainable,ff,on,C,23,readout,valid,0.6029243224096166,0.566121909136615,0.0368024132730016
postencode_mask,pretrained_trainable,ff,on,C,23,readout,window,0.6388186160244983,0.5838443827414416,0.05497423328305673
postencode_mask,pretrained_trainable,ff,on,C,37,l1,valid,0.7389393082407786,0.5409252308149367,0.19801407742584187
postencode_mask,pretrained_trainable,ff,on,C,37,l1,window,0.7316743509758216,0.5353696752593812,0.1963046757164404
postencode_mask,pretrained_trainable,ff,on,C,37,rsnn,valid,0.6788258718405777,0.6004337778234837,0.07839209401709402
postencode_mask,pretrained_trainable,ff,on,C,37,rsnn,window,0.7243305509849628,0.5826060377530966,0.1417245132318662
postencode_mask,pretrained_trainable,ff,on,C,37,readout,valid,0.6409362288038758,0.6047874103021161,0.03614881850175966
postencode_mask,pretrained_trainable,ff,on,C,37,readout,window,0.6606776189496778,0.6148709950180539,0.045806623931623935
